Participant ID,Previous ID,Date Started,Date Finished,Total Time Taken,IP Address,Referer,Question Order,Section Order,Section Order Names,ABOUT YOU,What is your nationality? --  --  --  --   --  -- ,What is your gender? Please specify.  --  -- ,What is your age group? Please specify.  --  -- ,Please specify,What is your total household income? Please write it down in numbers.  --  -- ,What is your marital status?  Please select one of the answers below. --  -- ,Do you have children?  Please select one of the answers below. --  -- ,Have you studied in the UK before? Please select one of the answers below. --  -- ,ABOUT YOUR OPINIONS,Would a possible increase in tuition fees avert you or your children (if applicable) from studying in the UK after the transition period?  --  -- ,Would a possible cessation in UK student loans towards the EU students avert you or your children (if applicable) study in the UK after the transition period?  --  -- ,Would a possible non-recognition of the UK diploma from the other European countries affect your decision to study in the UK after the transition period?  --  -- ,"Would you study in the UK after the transition period, if you did not have the right to stay and work there after the completion of the degree?  --  --  --  -- Would you send your children to study in the UK, according to the above criteria?  --  -- ",Which of the following would avert you or your children (if applicable) the most from studying in the UK after the transition period?  --  --  --  -- Please select only one answer.  --  -- ,Are you concerned about how the future political decisions of the UK will affect the British Higher Education for the EU citizens?  --  -- ,Would you be willing for you or your children (if applicable) to study in the UK if the conditions change?  --  -- ,Would you be willing for you or your children (if applicable) to study in the UK if all the conditions stay the same?  --  -- ,"According to the current situation and the unverified uncertainties, are you more likely to stay a future customer of the UK Higher Education or not?  --  --  --  -- Same applies to your children (if applicable).  --  -- ","In case you or your children (if applicable) are not willing to study in the UK, in which other EU country would you select to study and why?  --  --  --  -- Please justify your answer if you like.  --  -- ",,,,,,,,,,,,,,,,,
4180400,--,13th Jul 2020 8:55 am,13th Jul 2020 8:57 am,"2 minutes, 23 seconds",152.78.118.247,https://www.linkedin.com/feed/,"1679693, 1679694, 1679697, (1679700, ) 1679717, 1679719, 1679720, 1679721, || 1679816, 1679817, 1679818, 1679819, 1679820, 1679821, 1679822, 1679823, 1679824, 1679826, || ",151115 || 151116 || ,About You || About your Opinions,Section Start,Dutch,female,MATRIX START,18-25,35000,Single,No,No,Section Start,Yes,Yes,Yes,Yes,Non-recognition of the degree,Yes,No,Yes,No,I would say in the Netherlands and Belgium ,,,,,,,,,,,,,,,,,
4178921,--,13th Jul 2020 8:55 am,13th Jul 2020 8:57 am,"2 minutes, 23 seconds",152.78.118.247,https://www.linkedin.com/feed/,"1679693, 1679694, 1679697, (1679700, ) 1679717, 1679719, 1679720, 1679721, || 1679816, 1679817, 1679818, 1679819, 1679820, 1679821, 1679822, 1679823, 1679824, 1679826, || ",151115 || 151116 || ,About You || About your Opinions,Section Start,Romanian,female,MATRIX START,18-25,10000,Single,No,No,Section Start,Yes,Yes,Yes,Yes,Non-recognition of the degree,Yes,No,Yes,No,Maybe Spain or Finland,,,,,,,,,,,,,,,,,
4179013,--,13th Jul 2020 8:55 am,13th Jul 2020 8:57 am,"2 minutes, 23 seconds",152.78.118.247,https://www.linkedin.com/feed/,"1679693, 1679694, 1679697, (1679700, ) 1679717, 1679719, 1679720, 1679721, || 1679816, 1679817, 1679818, 1679819, 1679820, 1679821, 1679822, 1679823, 1679824, 1679826, || ",151115 || 151116 || ,About You || About your Opinions,Section Start,Protuguese,female,MATRIX START,18-25,1500,Single,No,No,Section Start,Do not know yet,Yes,Yes,Yes,International Tuition Fees,Yes,No,Yes,No,no,,,,,,,,,,,,,,,,,
4180723,--,13th Jul 2020 8:55 am,13th Jul 2020 8:57 am,"2 minutes, 23 seconds",152.78.118.247,https://www.linkedin.com/feed/,"1679693, 1679694, 1679697, (1679700, ) 1679717, 1679719, 1679720, 1679721, || 1679816, 1679817, 1679818, 1679819, 1679820, 1679821, 1679822, 1679823, 1679824, 1679826, || ",151115 || 151116 || ,About You || About your Opinions,Section Start,Spanish,male,MATRIX START,18-25,1000,Single,No,No,Section Start,Do not know yet,Do not know yet,Yes,Yes,International Tuition Fees,Yes,No,Yes,No,no,,,,,,,,,,,,,,,,,
4181631,--,13th Jul 2020 8:55 am,13th Jul 2020 8:57 am,"2 minutes, 23 seconds",152.78.118.247,https://www.linkedin.com/feed/,"1679693, 1679694, 1679697, (1679700, ) 1679717, 1679719, 1679720, 1679721, || 1679816, 1679817, 1679818, 1679819, 1679820, 1679821, 1679822, 1679823, 1679824, 1679826, || ",151115 || 151116 || ,About You || About your Opinions,Section Start,Finnish,male,MATRIX START,18-25,27000,None of the above,No,No,Section Start,Do not know yet,Do not know yet,Yes,Yes,International Tuition Fees,Yes,No,Yes,No,Finland because it is cheap to study here,,,,,,,,,,,,,,,,,
4181054,--,13th Jul 2020 8:55 am,13th Jul 2020 8:57 am,"2 minutes, 23 seconds",152.78.118.247,https://www.linkedin.com/feed/,"1679693, 1679694, 1679697, (1679700, ) 1679717, 1679719, 1679720, 1679721, || 1679816, 1679817, 1679818, 1679819, 1679820, 1679821, 1679822, 1679823, 1679824, 1679826, || ",151115 || 151116 || ,About You || About your Opinions,Section Start,Norwish,male,MATRIX START,35-44,32000,Married,Yes,No,Section Start,Do not know yet,Do not know yet,Yes,Yes,International Tuition Fees,Yes,No,Yes,No,"Sweden, Norway and the Netherlands for the good educational system",,,,,,,,,,,,,,,,,
4177671,--,13th Jul 2020 8:55 am,13th Jul 2020 8:57 am,"2 minutes, 23 seconds",152.78.118.247,https://www.linkedin.com/feed/,"1679693, 1679694, 1679697, (1679700, ) 1679717, 1679719, 1679720, 1679721, || 1679816, 1679817, 1679818, 1679819, 1679820, 1679821, 1679822, 1679823, 1679824, 1679826, || ",151115 || 151116 || ,About You || About your Opinions,Section Start,Dutch,female,MATRIX START,35-44,32000,Married,Yes,No,Section Start,Do not know yet,Do not know yet,Yes,Yes,International Tuition Fees,Yes,No,No,No,In the Netherands as there is everything here and a lot of people come from abroad to study here,,,,,,,,,,,,,,,,,
4180391,--,13th Jul 2020 8:55 am,13th Jul 2020 8:57 am,"2 minutes, 23 seconds",152.78.118.247,https://www.linkedin.com/feed/,"1679693, 1679694, 1679697, (1679700, ) 1679717, 1679719, 1679720, 1679721, || 1679816, 1679817, 1679818, 1679819, 1679820, 1679821, 1679822, 1679823, 1679824, 1679826, || ",151115 || 151116 || ,About You || About your Opinions,Section Start,Dutch,female,MATRIX START,26-34,32000,Single,No,No,Section Start,Yes,Do not know yet,Yes,Yes,International Tuition Fees,Yes,No,Yes,No,I would prefer to send my children to study in the Netherlands as I love my country and its system,,,,,,,,,,,,,,,,,
4180732,--,13th Jul 2020 8:55 am,13th Jul 2020 8:57 am,"2 minutes, 23 seconds",152.78.118.247,https://www.linkedin.com/feed/,"1679693, 1679694, 1679697, (1679700, ) 1679717, 1679719, 1679720, 1679721, || 1679816, 1679817, 1679818, 1679819, 1679820, 1679821, 1679822, 1679823, 1679824, 1679826, || ",151115 || 151116 || ,About You || About your Opinions,Section Start,Irish,male,MATRIX START,26-34,32000,Single,No,No,Section Start,Yes,Do not know yet,Yes,Yes,International Tuition Fees,Yes,No,Yes,No,Of course in Ireland as the system is great,,,,,,,,,,,,,,,,,
4180960,--,13th Jul 2020 8:55 am,13th Jul 2020 8:57 am,"2 minutes, 23 seconds",152.78.118.247,https://www.linkedin.com/feed/,"1679693, 1679694, 1679697, (1679700, ) 1679717, 1679719, 1679720, 1679721, || 1679816, 1679817, 1679818, 1679819, 1679820, 1679821, 1679822, 1679823, 1679824, 1679826, || ",151115 || 151116 || ,About You || About your Opinions,Section Start,Romanian,male,MATRIX START,26-34,10500,Married,Yes,No,Section Start,Yes,Do not know yet,Yes,Yes,International Tuition Fees,Yes,No,Yes,No,I do not know yet,,,,,,,,,,,,,,,,,
4181245,--,13th Jul 2020 8:55 am,13th Jul 2020 8:57 am,"2 minutes, 23 seconds",152.78.118.247,https://www.linkedin.com/feed/,"1679693, 1679694, 1679697, (1679700, ) 1679717, 1679719, 1679720, 1679721, || 1679816, 1679817, 1679818, 1679819, 1679820, 1679821, 1679822, 1679823, 1679824, 1679826, || ",151115 || 151116 || ,About You || About your Opinions,Section Start,Dutch,female,MATRIX START,26-34,37000,Single,No,No,Section Start,Yes,Do not know yet,Yes,Yes,International Tuition Fees,Yes,No,Yes,No,no,,,,,,,,,,,,,,,,,
4179491,--,13th Jul 2020 8:55 am,13th Jul 2020 8:57 am,"2 minutes, 23 seconds",152.78.118.247,https://www.linkedin.com/feed/,"1679693, 1679694, 1679697, (1679700, ) 1679717, 1679719, 1679720, 1679721, || 1679816, 1679817, 1679818, 1679819, 1679820, 1679821, 1679822, 1679823, 1679824, 1679826, || ",151115 || 151116 || ,About You || About your Opinions,Section Start,Dutch,female,MATRIX START,26-34,42000,Single,No,No,Section Start,Yes,Do not know yet,Yes,Yes,International Tuition Fees,Yes,No,Do not know yet,No,I would say in the Netherland and wherever else the fees are low,,,,,,,,,,,,,,,,,
4179681,--,13th Jul 2020 8:55 am,13th Jul 2020 8:57 am,"2 minutes, 23 seconds",152.78.118.247,https://www.linkedin.com/feed/,"1679693, 1679694, 1679697, (1679700, ) 1679717, 1679719, 1679720, 1679721, || 1679816, 1679817, 1679818, 1679819, 1679820, 1679821, 1679822, 1679823, 1679824, 1679826, || ",151115 || 151116 || ,About You || About your Opinions,Section Start,Spanish,female,MATRIX START,26-34,18500,Single,No,No,Section Start,Yes,Do not know yet,Yes,Yes,International Tuition Fees,Yes,No,Do not know yet,No,Spain and/or UK only if Brexit does not affect us,,,,,,,,,,,,,,,,,
4179888,--,13th Jul 2020 8:55 am,13th Jul 2020 8:57 am,"2 minutes, 23 seconds",152.78.118.247,https://www.linkedin.com/feed/,"1679693, 1679694, 1679697, (1679700, ) 1679717, 1679719, 1679720, 1679721, || 1679816, 1679817, 1679818, 1679819, 1679820, 1679821, 1679822, 1679823, 1679824, 1679826, || ",151115 || 151116 || ,About You || About your Opinions,Section Start,Belgium,female,MATRIX START,18-25,21000,Single,No,No,Section Start,Yes,Yes,Yes,Yes,International Tuition Fees,Yes,No,Yes,No,no,,,,,,,,,,,,,,,,,
4172722,--,13th Jul 2020 8:55 am,13th Jul 2020 8:57 am,"2 minutes, 23 seconds",152.78.118.247,https://www.linkedin.com/feed/,"1679693, 1679694, 1679697, (1679700, ) 1679717, 1679719, 1679720, 1679721, || 1679816, 1679817, 1679818, 1679819, 1679820, 1679821, 1679822, 1679823, 1679824, 1679826, || ",151115 || 151116 || ,About You || About your Opinions,Section Start,Belgium,female,MATRIX START,35-44,60000,Single,No,No,Section Start,Yes,Yes,Yes,Yes,International Tuition Fees,Yes,No,Yes,No,Belgium or in the Netherlands because they speak Dutch,,,,,,,,,,,,,,,,,
4179502,--,13th Jul 2020 8:55 am,13th Jul 2020 8:57 am,"2 minutes, 23 seconds",152.78.118.247,https://www.linkedin.com/feed/,"1679693, 1679694, 1679697, (1679700, ) 1679717, 1679719, 1679720, 1679721, || 1679816, 1679817, 1679818, 1679819, 1679820, 1679821, 1679822, 1679823, 1679824, 1679826, || ",151115 || 151116 || ,About You || About your Opinions,Section Start,Finnish,male,MATRIX START,26-34,40000,Single,No,No,Section Start,Yes,Yes,Yes,Yes,International Tuition Fees,Yes,No,No,No,In Finland of course,,,,,,,,,,,,,,,,,
4179800,--,13th Jul 2020 8:55 am,13th Jul 2020 8:57 am,"2 minutes, 23 seconds",152.78.118.247,https://www.linkedin.com/feed/,"1679693, 1679694, 1679697, (1679700, ) 1679717, 1679719, 1679720, 1679721, || 1679816, 1679817, 1679818, 1679819, 1679820, 1679821, 1679822, 1679823, 1679824, 1679826, || ",151115 || 151116 || ,About You || About your Opinions,Section Start,Italian,female,MATRIX START,18-25,12000,Single,No,No,Section Start,Yes,Yes,Yes,Yes,International Tuition Fees,Yes,No,Yes,No,"I prefer my country, Italy, nice weather",,,,,,,,,,,,,,,,,
4179541,--,15th Jul 2020 4:05 pm,15th Jul 2020 4:15 pm,"9 minutes, 49 seconds",152.78.118.247,https://www.linkedin.com/messaging/thread/6685169236022702080/,"1679693, 1679694, 1679697, (1679700, ) 1679717, 1679719, 1679720, 1679721, || 1679816, 1679817, 1679818, 1679819, 1679820, 1679821, 1679822, 1679823, 1679824, 1679826, || ",151115 || 151116 || ,About You || About your Opinions,Section Start,Dutch,female,MATRIX START,26-34,31800,Single,No,No,Section Start,Yes,Yes,Yes,Do not know yet,Non-recognition of the degree,Yes,Do not know yet,Yes,No,Ireland for English speaking and beautiful traditional universities. Sweden for good education. Or Spain for language and culture. ,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
